 Enter the number of points on the cylinder
 Enter the number of points on the boundary (divisible by 6)
 Enter the number of points in the interior
 Enter the number of neighbours for each point
 coefficients calculated
              x              y              u              v              p
 -0.6775982E+00 -0.2104615E+01  0.1354549E+01 -0.2880430E-01  0.4951165E+01
 -0.3837976E+01  0.3041862E+00  0.9363096E+00 -0.9969095E-01  0.6456246E+01
  0.2477873E+01 -0.2128034E+01  0.1098293E+01  0.1879237E-01  0.1383581E+01
  0.2976062E+01 -0.5271803E+00  0.9550477E+00  0.8985928E-01  0.1563547E+01
 -0.4322509E+01 -0.2241881E+01  0.1009175E+01 -0.4362622E-02  0.6096462E+01
  0.4434997E+01 -0.7407106E+00  0.9995568E+00  0.3228914E-01  0.1149504E+01
  0.4769029E+01 -0.1243894E+01  0.1000639E+01  0.1180287E-01  0.1186970E+01
 -0.3815043E+01 -0.1884488E+01  0.1048973E+01 -0.2176485E-01  0.6056320E+01
 -0.2918554E+01 -0.1157797E+01  0.1112472E+01 -0.4285846E-01  0.5084534E+01
  0.4223359E+01  0.1285563E+01  0.1003058E+01 -0.1203622E-01  0.1132572E+01
 -0.1588245E+01  0.2259850E+01  0.1129823E+01  0.1755105E-01  0.6258201E+01
  0.1751992E+01  0.4911803E+00  0.7156869E+00 -0.1892906E+00  0.1563533E+01
 -0.8442696E+00 -0.1235757E+01  0.1297751E+01 -0.1547270E+00  0.5069440E+01
 -0.2603296E+01 -0.3494885E+00  0.1050988E+01 -0.6284671E-01  0.5868150E+01
  0.2819274E+01  0.2315537E+01  0.1024410E+01 -0.2722871E-02  0.1127612E+01
 -0.2943922E+01 -0.2189652E+01  0.1028749E+01 -0.1222816E-02  0.5963400E+01
  0.4651016E+01  0.7073619E+00  0.9967337E+00 -0.2316551E-02  0.1102955E+01
  0.5598082E+00  0.2282828E+01  0.1226727E+01 -0.9270237E-02  0.2641069E+01
 -0.4735308E+01  0.3274629E+00  0.9910718E+00 -0.3947530E-01  0.6413819E+01
 -0.3878216E+01 -0.2073557E+01  0.1033933E+01 -0.1216005E-01  0.6067655E+01
  0.4661857E+01  0.1709749E+01  0.1001182E+01 -0.3023478E-02  0.1135137E+01
 -0.1068744E-01 -0.6969305E+00  0.7100734E+00 -0.1237293E-01  0.3894738E+01
 -0.3128449E+00 -0.9002924E+00  0.1061333E+01 -0.1603941E+00  0.5115605E+01
  0.2045901E+01  0.1207922E+00  0.6886179E+00 -0.6227455E-01  0.1208230E+01
  0.8104259E+00  0.1441283E+01  0.1404302E+01 -0.1711657E+00  0.1902410E+01
 -0.2129859E+01 -0.1133093E+00  0.9353373E+00  0.3792646E-01  0.4996705E+01
  0.7025187E+00  0.2037489E+01  0.1372267E+01 -0.4753485E-01  0.2547425E+01
  0.4448986E+01 -0.1535055E+01  0.1007899E+01  0.1790423E-01  0.1186535E+01
 -0.3105629E+01  0.7933320E+00  0.8806342E+00 -0.4754244E-01  0.6403627E+01
 -0.3820059E+01 -0.3323807E+00  0.9948424E+00 -0.1309864E+00  0.6217528E+01
  0.2715698E+01 -0.8663585E+00  0.1028931E+01  0.9567853E-01  0.1036455E+01
  0.3123623E+01 -0.3276186E+00  0.9430858E+00  0.8624460E-01  0.8494443E+00
  0.1914995E+01 -0.9024097E+00  0.1003652E+01  0.1594100E+00  0.1436880E+01
  0.1630557E+01  0.1224164E+01  0.1104892E+01 -0.2350968E+00  0.1353497E+01
 -0.2115392E+01 -0.9283426E+00  0.1169201E+01 -0.1499050E+00  0.4589514E+01
  0.7087307E+00  0.2712210E+00  0.1698356E+00 -0.1306262E+00  0.8733582E+00
 -0.4077212E+01  0.2187872E+01  0.9897421E+00 -0.2597488E-02  0.6478759E+01
  0.4062734E+01  0.6394698E+00  0.9791660E+00 -0.7317267E-02  0.1094773E+01
  0.3821887E+01  0.5109575E+00  0.9562157E+00 -0.5809366E-02  0.1141369E+01
 -0.2263707E+01  0.7894577E+00  0.6969488E+00  0.2447445E+00  0.6497580E+01
 -0.4144167E+01  0.1913888E+01  0.9844074E+00 -0.7681505E-02  0.6482350E+01
 -0.1140096E+01  0.1329599E+01  0.1237178E+01  0.2657344E+00  0.5797276E+01
 -0.2665759E+01  0.1106420E+01  0.8594660E+00  0.1022904E+00  0.6614874E+01
 -0.1289480E+01 -0.4474020E+00  0.5610184E+00 -0.1084102E+00  0.5471328E+01
 -0.3055451E+01  0.1987234E+01  0.9745411E+00  0.1053713E-01  0.6532513E+01
  0.1001207E+01  0.7062671E+00  0.7193518E+00 -0.2837891E+00  0.1831344E+01
  0.1624891E+00 -0.6139220E+00  0.4932727E+00  0.9630377E-01  0.2373861E+01
 -0.9273599E+00  0.1041134E+01  0.1083418E+01  0.2971815E+00  0.5604383E+01
 -0.1830833E+01 -0.1826193E+01  0.1231618E+01 -0.1300939E+00  0.6260619E+01
  0.5463365E+00 -0.6041205E+00  0.5543018E+00  0.2158573E+00  0.1473406E+01
 -0.9296314E+00 -0.1797550E+00  0.2111108E+00  0.8899276E-02  0.5827529E+01
  0.2744234E+01 -0.2035799E-01  0.8124888E+00  0.9672457E-02  0.1882938E+01
  0.3407106E+01 -0.2242668E+01  0.1027284E+01  0.3825670E-02  0.1194708E+01
 -0.2379455E+01  0.1084364E-01  0.9847454E+00 -0.2660818E-02  0.6505841E+01
  0.2367732E+01 -0.1881539E+01  0.1144942E+01  0.4997750E-01  0.1427269E+01
  0.1540361E+01  0.7960124E+00  0.8383100E+00 -0.2633105E+00  0.2120409E+01
 -0.4202373E+01  0.4525090E+00  0.9626909E+00 -0.8046210E-01  0.6403022E+01
 -0.3985399E+01 -0.8978922E+00  0.1039673E+01 -0.1036861E+00  0.6169930E+01
  0.9645934E+00 -0.7168510E-01  0.1640741E+00  0.5277323E-01  0.1728161E+01
  0.3737154E+01 -0.1947340E+01  0.1031814E+01  0.1528099E-01  0.1196767E+01
  0.2109629E+01 -0.1889226E+00  0.7036760E+00 -0.2903781E-01  0.1857123E+01
  0.1625032E+00  0.1557789E+01  0.1539537E+01 -0.5192002E-01  0.3266057E+01
 -0.1703694E+01 -0.1896832E+01  0.1245461E+01 -0.1127378E+00  0.6304821E+01
  0.3176477E+01  0.4949765E+00  0.8766704E+00 -0.2795654E-01  0.4182310E+00
 -0.7944512E+00 -0.1897829E+01  0.1424646E+01 -0.5845801E-01  0.5171045E+01
 -0.1722775E+01  0.1163387E+01  0.9666696E+00  0.3332708E+00  0.6481638E+01
 -0.3120670E+01 -0.1087443E+01  0.1136282E+01 -0.2289909E-01  0.5613381E+01
 -0.2602925E+00 -0.1152132E+01  0.1353759E+01 -0.1165892E+00  0.4912421E+01
  0.1513397E+01 -0.6564865E+00  0.7886282E+00  0.1944177E+00  0.1198660E+01
  0.2903109E+01  0.1676271E+01  0.1049207E+01 -0.4665838E-01  0.1163789E+01
 -0.3025673E+01 -0.2638848E+00  0.1019370E+01 -0.6122751E-01  0.6217790E+01
  0.7199244E+00  0.1860734E+01  0.1441859E+01 -0.8847868E-01  0.2609571E+01
 -0.1146294E+01 -0.1621184E+01  0.1396818E+01 -0.1544597E+00  0.5943885E+01
  0.3153201E+01 -0.1081362E+01  0.1055178E+01  0.9497199E-01  0.1151324E+01
 -0.1214722E+00 -0.1569929E+01  0.1555901E+01 -0.2711055E-01  0.3870288E+01
 -0.3321904E+01  0.1384963E+01  0.9339239E+00 -0.8881543E-02  0.6499078E+01
 -0.3547998E+01  0.3141589E+00  0.9024878E+00 -0.1112673E+00  0.6330360E+01
 -0.8136396E+00  0.1894402E+01  0.1428743E+01  0.8845955E-01  0.5256627E+01
 -0.9061202E+00 -0.1753822E+01  0.1444919E+01 -0.8125798E-01  0.4725938E+01
  0.2117642E+01 -0.2332456E+01  0.1070370E+01  0.6600103E-02  0.1482229E+01
 -0.1529592E+01  0.4322659E+00  0.5600223E+00  0.3557257E+00  0.6365755E+01
 -0.2716317E+00  0.1724626E+01  0.1540912E+01  0.3730863E-01  0.4132731E+01
  0.1661176E+01  0.6012679E+00  0.7466134E+00 -0.2206275E+00  0.1388170E+01
  0.4728968E+00  0.1578037E+01  0.1517785E+01 -0.1143442E+00  0.2710056E+01
 -0.9143832E+00 -0.3496722E-01  0.1534830E+00  0.7771996E-01  0.6210090E+01
  0.4204541E+01 -0.2134252E+01  0.1009209E+01  0.5258125E-02  0.1173807E+01
 -0.4110686E+01 -0.1515940E+01  0.1040832E+01 -0.4920312E-01  0.6092084E+01
  0.2066745E+01  0.1634236E+01  0.1144285E+01 -0.1098102E+00  0.1435931E+01
 -0.1983683E+01  0.6466804E-01  0.9421563E+00  0.1590363E+00  0.7051295E+01
 -0.1113527E+01  0.2289926E+01  0.1177294E+01  0.1494241E-01  0.5766897E+01
 -0.4283136E+01 -0.1828729E+01  0.1023162E+01 -0.2351837E-01  0.6086611E+01
  0.2343643E+01  0.9013273E+00  0.9444054E+00 -0.1577994E+00  0.1499261E+01
  0.3459368E+01 -0.1977699E+01  0.1044991E+01  0.1631771E-01  0.1216980E+01
  0.3461279E+01 -0.3561948E+00  0.9567818E+00  0.7331707E-01  0.1156847E+01
  0.7322714E+00  0.1203042E+00  0.9576326E-01 -0.5045870E-01  0.8916661E+00
 -0.3558279E+01  0.1779538E+01  0.9617116E+00 -0.6733472E-02  0.6509068E+01
 -0.4688715E+01 -0.2015599E+01  0.1003492E+01 -0.6341453E-02  0.6073919E+01
  0.8318877E+00  0.4064483E+00  0.3800877E+00 -0.2225649E+00  0.1236145E+01
  0.7639807E+00 -0.1138603E+01  0.1307711E+01  0.2139727E+00  0.2247347E+01
  0.2495562E+01  0.1156655E+01  0.9955835E+00 -0.1353784E+00  0.1555801E+01
 -0.3467183E+00  0.1867634E+01  0.1515738E+01  0.3516242E-01  0.4318162E+01
 -0.1528347E+01 -0.1132172E+01  0.1173242E+01 -0.2568272E+00  0.6049885E+01
  0.2175762E+01  0.3442625E+00  0.7827497E+00 -0.1156543E+00  0.1537094E+01
 -0.9752751E+00 -0.1420345E+01  0.1328410E+01 -0.1456674E+00  0.5024671E+01
  0.2749630E+01  0.5421702E+00  0.8914732E+00 -0.5021162E-01  0.1497361E+01
 -0.3615876E+01  0.1203035E+01  0.9425519E+00 -0.3165339E-01  0.6494319E+01
  0.1761183E+01  0.1010770E+01  0.9777863E+00 -0.2824065E+00  0.2083972E+01
 -0.2926927E+01  0.1513918E+01  0.9335242E+00  0.3821254E-01  0.6492551E+01
  0.3477364E+01 -0.1374891E-01  0.9378275E+00  0.5459489E-01  0.1099498E+01
 -0.2419450E+01 -0.1714989E+00  0.1007233E+01 -0.7871353E-01  0.4440265E+01
 -0.2994570E+01  0.9324721E+00  0.8790744E+00 -0.2334890E-01  0.6791442E+01
  0.2251045E+01 -0.6609337E+00  0.9159517E+00  0.8654938E-01  0.1325816E+01
  0.3428365E+01  0.2129408E+01  0.1014112E+01 -0.5547938E-02  0.1125603E+01
  0.5856858E+00  0.1228411E+01  0.1322149E+01 -0.2047109E+00  0.2142513E+01
 -0.1645253E+01  0.1440418E+01  0.1131745E+01  0.2506043E+00  0.6193462E+01
 -0.2513762E+00  0.1006428E+01  0.1155975E+01  0.1251124E+00  0.4655035E+01
 -0.9474952E+00  0.9207092E+00  0.9423798E+00  0.3207155E+00  0.5742563E+01
 -0.2239322E+01  0.6191254E+00  0.6794461E+00  0.2247951E+00  0.6793962E+01
  0.3960020E+01 -0.4470043E-01  0.9693134E+00  0.3516930E-01  0.1140030E+01
  0.2756635E+01  0.1508810E+01  0.1043545E+01 -0.6696789E-01  0.1193819E+01
  0.1371915E+01 -0.1267141E+00  0.4284460E+00  0.1128441E-01  0.1491257E+01
  0.2529475E+01 -0.1943963E+01  0.1120803E+01  0.3583020E-01  0.1398284E+01
  0.3693878E+01 -0.9428002E+00  0.1016403E+01  0.6612916E-01  0.1145280E+01
 -0.2528442E+01  0.8015563E+00  0.7434055E+00  0.8467192E-01  0.6363623E+01
  0.1268294E+01  0.6944201E+00  0.7388530E+00 -0.2561017E+00  0.1758180E+01
  0.3648608E+01  0.9992352E+00  0.9941677E+00 -0.3024094E-01  0.1190241E+01
  0.1062053E+01 -0.5695586E+00  0.5683127E+00  0.2479836E+00  0.2135666E+01
  0.3872516E+01  0.1462806E+01  0.1010400E+01 -0.1518205E-01  0.1170755E+01
  0.9868517E+00  0.4753739E+00  0.4972134E+00 -0.2415067E+00  0.1779243E+01
 -0.3396298E+01  0.1585184E+01  0.9483471E+00 -0.5609027E-02  0.6484339E+01
  0.2786746E+01 -0.5060997E+00  0.9354522E+00  0.8786471E-01  0.1363986E+01
  0.3938564E+01  0.2261565E+01  0.1003603E+01 -0.1234298E-02  0.1123284E+01
 -0.7199525E+00  0.1649948E+01  0.1463784E+01  0.1361145E+00  0.5149984E+01
 -0.3779970E+01 -0.6988233E+00  0.1038373E+01 -0.1252239E+00  0.6194775E+01
  0.6188801E+00  0.7622128E+00  0.7841628E+00 -0.2772187E+00  0.1712727E+01
  0.4720463E+01 -0.1454525E+01  0.1001632E+01  0.1079816E-01  0.1191253E+01
  0.6653354E+00 -0.2200949E+01  0.1260976E+01  0.3141317E-01  0.2904783E+01
 -0.4067824E+01  0.1214523E+01  0.9655805E+00 -0.3497141E-01  0.6481485E+01
  0.2543316E+00  0.6848729E+00  0.6601941E+00 -0.1567278E+00  0.2293518E+01
  0.2154775E+00 -0.1107307E+01  0.1325665E+01  0.1178069E+00  0.3048123E+01
  0.8773368E+00  0.2279683E+01  0.1192746E+01 -0.1062986E-01  0.2290398E+01
  0.3735039E+01  0.1235299E+01  0.1009745E+01 -0.2196051E-01  0.1151886E+01
 -0.2481760E+01  0.1613168E+01  0.1006117E+01  0.1182643E+00  0.6177106E+01
  0.3227646E+01 -0.2030278E+01  0.1055629E+01  0.1556401E-01  0.1239673E+01
  0.3445796E+01 -0.1048719E+01  0.1031761E+01  0.8019739E-01  0.1308168E+01
  0.1892453E+01  0.1226386E+01  0.1057183E+01 -0.2056658E+00  0.1210438E+01
 -0.2463306E+01 -0.2292798E+01  0.1027717E+01  0.1050969E-01  0.6189035E+01
  0.4193875E+00 -0.1209344E+01  0.1394887E+01  0.1768392E+00  0.2619278E+01
 -0.3440626E+01  0.1149272E+01  0.9282949E+00 -0.2719921E-01  0.6412239E+01
 -0.4035242E+01  0.6560227E+00  0.9534162E+00 -0.6907118E-01  0.6440187E+01
 -0.3466625E+01  0.4776827E+00  0.8963634E+00 -0.8195834E-01  0.6523667E+01
  0.4788329E+00 -0.1668916E+01  0.1494664E+01  0.1140822E+00  0.2880267E+01
 -0.1861469E+01 -0.1042036E+01  0.1178439E+01 -0.2549166E+00  0.6712999E+01
  0.5173639E-01  0.1381297E+01  0.1469177E+01 -0.2608413E-01  0.3670534E+01
  0.1392728E+01  0.8968991E+00  0.9032932E+00 -0.2713398E+00  0.1789508E+01
  0.2242918E+01 -0.1284237E+01  0.1134007E+01  0.1217061E+00  0.1485745E+01
  0.2909290E+01 -0.8287981E+00  0.1007444E+01  0.9553625E-01  0.1177892E+01
 -0.1919746E+01 -0.1556661E+01  0.1202977E+01 -0.2010822E+00  0.6313469E+01
 -0.2521229E+01  0.5933122E-01  0.9249266E+00 -0.1276153E-01  0.6912127E+01
 -0.1179122E+01 -0.5046424E+00  0.5703478E+00 -0.1187194E+00  0.5453033E+01
  0.2684895E+01  0.1016427E+01  0.9763245E+00 -0.8481565E-01  0.1311281E+01
  0.4533839E+01  0.8939815E+00  0.9971398E+00 -0.6275763E-02  0.1109806E+01
 -0.2441902E+01 -0.3744819E+00  0.1017471E+01 -0.5804548E-01  0.6410429E+01
 -0.2852520E+01 -0.1777120E+01  0.1088102E+01  0.1036414E-02  0.5909335E+01
 -0.6581998E+00  0.2335753E+01  0.1193107E+01  0.1055196E-01  0.5070897E+01
 -0.3227007E+01 -0.8227206E+00  0.1098005E+01 -0.5832195E-01  0.6427416E+01
  0.3249539E+00 -0.1447066E+01  0.1509977E+01  0.1240606E+00  0.2986891E+01
 -0.2036275E+01 -0.2050021E+01  0.1118059E+01 -0.6074176E-01  0.6102441E+01
 -0.1007382E+01 -0.2296763E+01  0.1183038E+01 -0.2499667E-01  0.5515820E+01
 -0.3054832E+01 -0.2046749E+01  0.1050248E+01 -0.3192095E-02  0.5956136E+01
  0.1744216E+01 -0.1801324E+01  0.1245590E+01  0.6936939E-01  0.1876722E+01
  0.2114166E+00  0.2058027E+01  0.1434729E+01 -0.2595393E-01  0.3286327E+01
 -0.4019147E+00 -0.1722914E+01  0.1498567E+01 -0.6601239E-01  0.4595415E+01
  0.1254526E+01  0.1986913E+01  0.1291281E+01 -0.6002866E-01  0.2019102E+01
 -0.1362584E+00 -0.8629172E+00  0.1028930E+01 -0.8393482E-01  0.4610722E+01
  0.1583242E+01  0.2041455E-01  0.5224265E+00 -0.2138205E-01  0.1526033E+01
 -0.1245748E+01  0.6308504E+00  0.6350145E+00  0.3608392E+00  0.6349438E+01
  0.2549726E+01  0.1769004E+01  0.1079561E+01 -0.5736145E-01  0.1264490E+01
  0.7177403E+00  0.9576894E+00  0.1021483E+01 -0.2682277E+00  0.2217972E+01
 -0.7663123E+00 -0.1677686E+01  0.1443138E+01 -0.8735817E-01  0.4376823E+01
  0.2102920E+01 -0.1802927E+01  0.1191000E+01  0.6674955E-01  0.1522590E+01
  0.1880849E+01 -0.5906524E+00  0.8162153E+00  0.1232918E+00  0.1467462E+01
  0.3098538E+01 -0.8500792E+00  0.1017136E+01  0.9877192E-01  0.1177715E+01
 -0.7156010E+00  0.3481922E+00  0.2376878E+00  0.2243407E+00  0.6419641E+01
 -0.1001756E+01 -0.6994608E+00  0.7501453E+00 -0.1656145E+00  0.5615550E+01
 -0.2054361E+01 -0.2370524E+01  0.1022897E+01 -0.1550352E-01  0.6082134E+01
 -0.2713859E+00 -0.1460274E+01  0.1517126E+01 -0.9550181E-01  0.4078611E+01
  0.9078251E+00 -0.4226275E+00  0.3514505E+00  0.1841293E+00  0.2526045E+01
 -0.1325703E+01 -0.1460815E+01  0.1316997E+01 -0.1762039E+00  0.4840638E+01
  0.4764044E+01 -0.1440310E+00  0.9977415E+00  0.1127968E-01  0.1102020E+01
  0.1047740E+01  0.1180262E+01  0.1182824E+01 -0.2351982E+00  0.1852132E+01
 -0.1600965E+01  0.1581822E+01  0.1193917E+01  0.2056283E+00  0.6049255E+01
  0.4647355E+00  0.7371440E+00  0.7564379E+00 -0.2361800E+00  0.1755628E+01
  0.4010170E+01 -0.1782593E+01  0.1022523E+01  0.1963891E-01  0.1188853E+01
 -0.2065774E+01  0.8781019E+00  0.7470781E+00  0.3372392E+00  0.6088352E+01
 -0.2357923E+01  0.1316293E+01  0.9183294E+00  0.1831989E+00  0.6846626E+01
  0.3933371E+01 -0.2633830E+00  0.9767043E+00  0.4649499E-01  0.1137392E+01
  0.2058559E+01  0.1456423E+01  0.1109120E+01 -0.1367835E+00  0.1441288E+01
 -0.2117061E+01  0.7260279E+00  0.6916916E+00  0.3367662E+00  0.7212724E+01
  0.4942600E+00 -0.2385840E+01  0.1120946E+01  0.6786854E-02  0.2955785E+01
 -0.2343144E+01  0.1074112E+01  0.8240783E+00  0.1989276E+00  0.6610967E+01
 -0.4410852E+01  0.2145796E+01  0.9943935E+00 -0.2357422E-02  0.6482435E+01
  0.8509285E+00 -0.2716687E+00  0.2054803E+00  0.1105034E+00  0.1209497E+01
 -0.1607338E+01  0.2116277E+01  0.1178230E+01  0.4381769E-01  0.6206491E+01
  0.1875408E+01  0.1387319E+01  0.1123986E+01 -0.1727463E+00  0.1411420E+01
 -0.4466400E+00 -0.8270710E+00  0.9321481E+00 -0.2128634E+00  0.5455006E+01
 -0.1454878E+01 -0.1775118E+01  0.1330319E+01 -0.1295304E+00  0.6000138E+01
  0.2134490E+01 -0.1042703E+01  0.1101811E+01  0.1329779E+00  0.1084408E+01
 -0.1771453E+00  0.1447034E+01  0.1496148E+01  0.4729122E-01  0.4037787E+01
 -0.4325310E+01 -0.3513196E+00  0.9946626E+00 -0.1045600E+00  0.6242530E+01
 -0.2872157E+01  0.5433860E+00  0.8474935E+00 -0.9430906E-01  0.5789935E+01
 -0.4768211E+01  0.5612255E+00  0.9925020E+00 -0.2971379E-01  0.6450506E+01
  0.1607564E+01 -0.4084570E+00  0.6552051E+00  0.1254391E+00  0.1284055E+01
 -0.2085483E+01 -0.1577700E+01  0.1166543E+01 -0.1626030E+00  0.5719303E+01
 -0.3445487E+01 -0.1031296E+01  0.1103664E+01 -0.8078227E-01  0.5973170E+01
  0.9790708E+00  0.2059026E+01  0.1313703E+01 -0.4457565E-01  0.2299983E+01
 -0.1628964E+00  0.1573369E+01  0.1535565E+01  0.3385543E-01  0.3953746E+01
 -0.2376454E+00  0.2086489E+01  0.1427838E+01  0.9916010E-02  0.4240163E+01
  0.4104657E+01 -0.1526361E+01  0.1019196E+01  0.2854656E-01  0.1188414E+01
  0.3880708E+00 -0.2182145E+01  0.1313153E+01  0.1632216E-01  0.3110618E+01
  0.5137817E+00 -0.1152004E+01  0.1344067E+01  0.2051216E+00  0.2321572E+01
 -0.3899279E+01  0.1375296E+01  0.9608185E+00 -0.2681916E-01  0.6469534E+01
 -0.7504757E+00  0.9133166E-01  0.9421504E-01  0.1168756E+00  0.6634987E+01
 -0.4123152E+01 -0.6005936E+00  0.1012833E+01 -0.1196359E+00  0.6262628E+01
 -0.3638369E+01 -0.1913156E+01  0.1056428E+01 -0.1762089E-01  0.6039268E+01
  0.3455949E+01 -0.8594363E+00  0.1011469E+01  0.8459695E-01  0.1269409E+01
 -0.3713187E+01  0.1550053E+01  0.9574074E+00 -0.1761819E-01  0.6494599E+01
  0.4729625E+01  0.1056490E+01  0.9999970E+00 -0.4522363E-02  0.1114894E+01
  0.2311476E+01  0.1323641E+01  0.1037329E+01 -0.1279972E+00  0.1316134E+01
 -0.2306100E+01 -0.1195659E+01  0.1143286E+01 -0.8008392E-01  0.5596925E+01
  0.3769113E+01  0.1766066E+01  0.1013590E+01 -0.1042422E-01  0.1140348E+01
  0.2684614E+01  0.1858311E+01  0.1066548E+01 -0.4179037E-01  0.1214059E+01
 -0.4699147E+01  0.1470213E+01  0.9955154E+00 -0.1027174E-01  0.6508285E+01
  0.8005145E+00 -0.1744358E+01  0.1434066E+01  0.9695881E-01  0.2444437E+01
 -0.3447041E+01 -0.1837316E+00  0.9624945E+00 -0.1138295E+00  0.6278898E+01
  0.4232605E+01 -0.8797763E+00  0.1003722E+01  0.4133507E-01  0.1161727E+01
 -0.5176113E+00 -0.2354094E+01  0.1170906E+01 -0.5283793E-02  0.4811792E+01
  0.2527530E+01  0.1410379E+01  0.1040361E+01 -0.9687916E-01  0.1222998E+01
  0.2535685E+01  0.1017233E+01  0.9723591E+00 -0.1201034E+00  0.1270874E+01
 -0.3379019E+01 -0.4685465E+00  0.1003027E+01 -0.1051960E+00  0.6204131E+01
  0.2777805E+01 -0.1829394E+01  0.1107493E+01  0.4046761E-01  0.1373358E+01
 -0.1692688E+01 -0.3916774E+00  0.7134415E+00 -0.2475455E-01  0.4585627E+01
 -0.3650442E+01  0.8012433E+00  0.9259634E+00 -0.5765891E-01  0.6464994E+01
 -0.3110408E+01 -0.4200903E+00  0.1059716E+01 -0.6360300E-01  0.6600894E+01
 -0.1739161E+01  0.1322944E+01  0.1047052E+01  0.2864176E+00  0.6410189E+01
 -0.4731075E+01  0.1885985E+01  0.9967314E+00 -0.2527255E-02  0.6494705E+01
 -0.2113186E+01 -0.1765452E+01  0.1145495E+01 -0.9720283E-01  0.5811347E+01
 -0.2283239E+01  0.2701975E+00  0.7878516E+00  0.2955515E-01  0.6925732E+01
 -0.1781674E-01 -0.1948732E+01  0.1483887E+01  0.9526260E-02  0.3686311E+01
  0.1041399E+01 -0.3987159E+00  0.4212569E+00  0.1530211E+00 -0.4526821E-01
 -0.1984587E+01  0.6410454E+00  0.6501661E+00  0.3816306E+00  0.6498117E+01
 -0.1441692E+01  0.7438107E+00  0.7654137E+00  0.3989959E+00  0.5833993E+01
 -0.4226993E+01  0.1580832E+01  0.9795707E+00 -0.1792162E-01  0.6478511E+01
  0.1819129E+01 -0.4048656E-01  0.6193037E+00 -0.7847964E-02  0.1180928E+01
 -0.4478234E+01 -0.1873306E+01  0.1012206E+01 -0.1690052E-01  0.6081632E+01
  0.3594036E+01  0.1963765E+01  0.1014459E+01 -0.7460293E-02  0.1133687E+01
  0.1075626E+01 -0.1567010E+01  0.1379272E+01  0.1187817E+00  0.2411974E+01
 -0.1381335E+00  0.1761723E+01  0.1551331E+01  0.1355904E-01  0.3975974E+01
  0.4348976E+01  0.2772370E+00  0.9843786E+00  0.1067567E-01  0.1105566E+01
 -0.1819484E+01 -0.1359834E+01  0.1183268E+01 -0.2496960E+00  0.6348810E+01
 -0.4543584E+01 -0.1383314E+01  0.1012016E+01 -0.4056936E-01  0.6094066E+01
 -0.4346259E+01 -0.1554870E+01  0.1023256E+01 -0.3923328E-01  0.6090559E+01
 -0.1838849E+01 -0.6293442E+00  0.9649574E+00 -0.1341326E+00  0.5525611E+01
  0.1023753E+01  0.2363536E+01  0.1116124E+01 -0.4457340E-02  0.2103357E+01
 -0.3268613E+01  0.1211215E+01  0.9209936E+00 -0.1584768E-01  0.6442571E+01
  0.4142682E+01  0.5854809E-01  0.9773247E+00  0.2466120E-01  0.1113861E+01
  0.3614176E+01 -0.2367503E+00  0.9585965E+00  0.6006101E-01  0.1186210E+01
  0.1213735E+01 -0.2168595E+01  0.1222074E+01  0.1216974E-01  0.2287132E+01
  0.2994906E+01  0.4303356E+00  0.8803754E+00  0.4356843E-01  0.3450186E-01
 -0.2822603E+01  0.1313887E+01  0.9012373E+00  0.6331894E-01  0.6535060E+01
 -0.1157631E+01  0.1995528E+01  0.1321912E+01  0.7030268E-01  0.5690264E+01
  0.1894750E+00  0.8737079E+00  0.1013121E+01 -0.1200008E+00  0.2984031E+01
 -0.2162273E+01  0.2197819E+01  0.1053657E+01  0.2266646E-01  0.6576472E+01
 -0.9429881E+00 -0.1001773E+01  0.1108116E+01 -0.1842072E+00  0.5990931E+01
 -0.3019258E+01 -0.1548541E+01  0.1116595E+01 -0.4025168E-02  0.5938991E+01
  0.2789784E+01 -0.1067077E+01  0.1062892E+01  0.9510979E-01  0.1381540E+01
  0.4200446E+01  0.2109175E+01  0.1003420E+01 -0.1829090E-02  0.1126508E+01
 -0.2847774E+01 -0.9151375E+00  0.1113335E+01  0.1505492E-01  0.6380357E+01
  0.4336870E+01  0.1892151E+01  0.1003630E+01 -0.3400577E-02  0.1129792E+01
  0.4237868E+01  0.7362616E+00  0.9877974E+00 -0.7624751E-02  0.1111084E+01
 -0.4529371E+00  0.2287977E+01  0.1253423E+01  0.1013081E-01  0.4634900E+01
 -0.4313006E+01  0.6756500E+00  0.9725549E+00 -0.6050457E-01  0.6428463E+01
 -0.1375453E+01  0.1910163E+01  0.1288541E+01  0.9462589E-01  0.5887061E+01
 -0.4663472E+01 -0.1191234E+01  0.1005979E+01 -0.4073180E-01  0.6111173E+01
 -0.2298918E+01  0.1809637E+01  0.1031729E+01  0.9528241E-01  0.6497013E+01
 -0.2466278E+01 -0.1261826E+01  0.1144216E+01 -0.4663605E-01  0.6093912E+01
 -0.6500683E+00 -0.2603075E+00  0.1130995E+00 -0.6603087E-01  0.6842054E+01
 -0.6348254E+00  0.1871206E+01  0.1472911E+01  0.7759771E-01  0.4979686E+01
 -0.2284822E+01 -0.8281005E+00  0.1169132E+01 -0.1430383E+00  0.4870700E+01
  0.1138814E+00 -0.1854771E+01  0.1513710E+01  0.2901787E-01  0.3696687E+01
 -0.1872390E+01  0.1223733E+01  0.9609329E+00  0.3015157E+00  0.6476557E+01
 -0.1161430E+01 -0.1312416E+01  0.1292443E+01 -0.1674151E+00  0.6075311E+01
