 Enter the number of points on the cylinder
 Enter the number of points on the boundary (divisible by 6)
 Enter the number of points in the interior
 Enter the number of neighbours for each point
 coefficients calculated
              x              y              u              v              p
  0.4475919E+01 -0.2111738E+01  0.1004232E+01  0.3650384E-02  0.1176859E+01
  0.3640450E+01 -0.1320914E+01  0.1038190E+01  0.5285269E-01  0.1173021E+01
 -0.2925154E+01 -0.4763197E+00  0.1044007E+01 -0.1732861E-01  0.5584954E+01
 -0.8371798E+00 -0.7252622E-02  0.1134829E+00  0.8344360E-01  0.6665400E+01
  0.3126751E+01  0.1928665E+01  0.1032005E+01 -0.2014020E-01  0.1139406E+01
 -0.1072812E+01  0.6589813E+00  0.6195792E+00  0.3456967E+00  0.6255960E+01
  0.8302117E+00 -0.1849017E+00  0.1395599E+00  0.8750223E-01  0.1320009E+01
 -0.2560466E+01 -0.9984107E+00  0.1126903E+01 -0.6391887E-01  0.5811739E+01
  0.4550505E+01 -0.1847544E+01  0.1004850E+01  0.7558155E-02  0.1185279E+01
 -0.4568581E+01 -0.4529430E-01  0.9891908E+00 -0.7134325E-01  0.6337375E+01
 -0.3970707E+00 -0.1543835E+01  0.1505324E+01 -0.9354720E-01  0.4517000E+01
  0.7949206E+00 -0.2339513E+01  0.1145556E+01  0.1807043E-01  0.2774810E+01
 -0.6221677E+00  0.1166122E+01  0.1244030E+01  0.2123555E+00  0.5264862E+01
  0.7779248E+00 -0.1611124E+01  0.1435529E+01  0.1274423E+00  0.2561885E+01
  0.2370996E+01 -0.1454339E-02  0.7176214E+00 -0.5254951E-01  0.2200013E+01
 -0.1468608E+00  0.1180156E+01  0.1322932E+01  0.5417914E-01  0.4544563E+01
  0.4700746E+01 -0.4600746E+00  0.9979456E+00  0.1782523E-01  0.1130856E+01
  0.3652925E+01  0.1610572E+01  0.1017286E+01 -0.1664222E-01  0.1139557E+01
  0.3282147E+01  0.7264855E+00  0.9549483E+00 -0.3301216E-01  0.1185069E+01
  0.2413596E+01  0.2141839E+00  0.8013241E+00 -0.8683639E-01  0.9393149E+00
 -0.3439971E+01 -0.1302218E+01  0.1100746E+01 -0.4701276E-01  0.6043311E+01
  0.3749343E+01 -0.7417374E+00  0.1000358E+01  0.6601676E-01  0.1150324E+01
  0.2923224E+01 -0.1927818E+01  0.1087327E+01  0.2714697E-01  0.1312365E+01
  0.2007561E+01 -0.1588017E+01  0.1195687E+01  0.1018065E+00  0.1622208E+01
  0.3523211E+01  0.1315179E+01  0.1013611E+01 -0.3093657E-01  0.1175666E+01
 -0.2596870E+01  0.1805832E+01  0.9990514E+00  0.4930147E-01  0.6486713E+01
  0.2943410E+01  0.1502803E+00  0.8506297E+00 -0.5490244E-02  0.8881974E+00
 -0.5833381E+00 -0.1111946E+00  0.1824584E-01 -0.1082195E-02  0.7306355E+01
  0.1434115E+01  0.2162949E+01  0.1191499E+01 -0.2734149E-01  0.1818925E+01
 -0.2160286E+01  0.4120654E+00  0.6396860E+00  0.2106241E+00  0.6023507E+01
 -0.3709183E+01  0.6749867E-01  0.9376456E+00 -0.1165469E+00  0.6512827E+01
  0.1158650E+01 -0.4704778E+00  0.5301783E+00  0.2652755E+00  0.1330372E+01
 -0.2835664E+01 -0.1978795E+01  0.1064976E+01  0.3061924E-02  0.6003569E+01
 -0.3277317E+01 -0.2061621E+01  0.1053127E+01 -0.5692017E-02  0.6002186E+01
  0.1909770E+01 -0.4212108E+00  0.7409436E+00  0.7767951E-01  0.1476753E+01
 -0.8768418E+00  0.1438591E+01  0.1363977E+01  0.2056542E+00  0.5453259E+01
 -0.9974426E+00 -0.5580250E+00  0.5858711E+00 -0.1490653E+00  0.5706829E+01
 -0.2224584E+00  0.6960279E+00  0.6725006E+00  0.1407935E+00  0.4963026E+01
 -0.4186395E+01  0.1008546E+01  0.9684766E+00 -0.4527083E-01  0.6458451E+01
  0.1593032E+01 -0.1708734E+01  0.1263646E+01  0.8373164E-01  0.2130692E+01
 -0.1657051E+01  0.1974144E+01  0.1197172E+01  0.7833226E-01  0.6191903E+01
 -0.4774913E+01 -0.2804618E+00  0.9950224E+00 -0.4199379E-01  0.6280970E+01
 -0.8524655E+00 -0.1062336E+01  0.1173973E+01 -0.1619895E+00  0.6178549E+01
  0.1031615E+00  0.8219591E+00  0.9311369E+00 -0.7199734E-01  0.3367294E+01
 -0.1258447E+01  0.2101148E+01  0.1258892E+01  0.4609438E-01  0.5846562E+01
  0.4772899E+00 -0.1360355E+01  0.1458896E+01  0.1666472E+00  0.2744441E+01
 -0.5669375E+00 -0.6137637E+00  0.5728646E+00 -0.2110458E+00  0.6315218E+01
  0.3238965E+01  0.2323902E+01  0.1009487E+01 -0.2267924E-02  0.1115630E+01
  0.4288765E+01  0.9370400E+00  0.9948832E+00 -0.1066987E-01  0.1119360E+01
  0.3889061E+00  0.1248146E+01  0.1350201E+01 -0.1581688E+00  0.2778391E+01
 -0.1539531E+01 -0.7060749E-01  0.5114669E+00  0.1675605E+00  0.3433175E+01
  0.1848272E+01  0.3848614E+00  0.7143354E+00 -0.1448648E+00  0.1424832E+01
  0.1939539E+00 -0.1996687E+01  0.1459208E+01  0.3009119E-01  0.3635648E+01
  0.2205745E+01  0.1476587E+01  0.1093003E+01 -0.1179707E+00  0.1418850E+01
 -0.1383518E+01  0.5947641E+00  0.6321959E+00  0.3517367E+00  0.5926512E+01
 -0.6216356E+00 -0.1485725E+01  0.1452531E+01 -0.1216390E+00  0.4741077E+01
 -0.4804698E+01  0.1176097E+01  0.9971637E+00 -0.1267937E-01  0.6510325E+01
  0.6116235E+00 -0.1396902E-02  0.2015806E-01  0.6174904E-02  0.3794869E+00
 -0.4742406E+01  0.2157869E+01  0.9979736E+00 -0.7472217E-03  0.6485306E+01
 -0.1247428E+01 -0.1909849E+01  0.1351851E+01 -0.9241995E-01  0.5773714E+01
  0.2113713E+01 -0.5944171E+00  0.8687539E+00  0.8108686E-01  0.1304761E+01
  0.2603157E+01 -0.4092769E-01  0.8057203E+00 -0.5686503E-02  0.1453639E+01
  0.2823530E+00 -0.1830172E+01  0.1501158E+01  0.5785088E-01  0.3208815E+01
 -0.4448013E+01  0.1512607E+01  0.9878578E+00 -0.1635585E-01  0.6488046E+01
 -0.4455187E+01 -0.9262894E+00  0.1012185E+01 -0.7345846E-01  0.6161677E+01
  0.6753346E+00  0.5937120E+00  0.5484592E+00 -0.2714681E+00  0.1495304E+01
  0.1090229E+01 -0.1705737E+01  0.1378227E+01  0.9526449E-01  0.2228340E+01
  0.1524830E+01 -0.8018478E+00  0.9449797E+00  0.2220526E+00  0.4809243E+00
 -0.3639948E+01 -0.3648351E+00  0.1000180E+01 -0.1255389E+00  0.6249926E+01
  0.1757102E+01 -0.1390636E+01  0.1200460E+01  0.1434993E+00  0.1851266E+01
  0.3291448E+01  0.1359595E+01  0.1022962E+01 -0.3665848E-01  0.1201789E+01
 -0.3066607E+01  0.2209520E+01  0.9824871E+00  0.4311354E-02  0.6545274E+01
 -0.2280798E+00  0.5871174E+00  0.4141449E+00  0.1227652E+00  0.5351101E+01
  0.4012829E+01  0.1288961E+01  0.1005178E+01 -0.1662477E-01  0.1147247E+01
  0.3703778E+01 -0.4371799E+00  0.9770229E+00  0.6207893E-01  0.1137022E+01
  0.2634338E-01  0.2262476E+01  0.1284588E+01 -0.3907398E-02  0.3680016E+01
  0.1934268E+01  0.2166016E+01  0.1123521E+01 -0.2435422E-01  0.1478123E+01
  0.8254580E+00  0.1960544E+01  0.1384857E+01 -0.6625775E-01  0.2487789E+01
  0.1713602E+01  0.2608027E+00  0.6126071E+00 -0.1157922E+00  0.1629111E+01
  0.4425185E+01 -0.1306091E-01  0.9894838E+00  0.1972496E-01  0.1118531E+01
 -0.4474746E+00  0.1092241E+01  0.1199805E+01  0.1872580E+00  0.4861393E+01
  0.3142675E+01  0.1269389E+01  0.1018578E+01 -0.4019275E-01  0.1286405E+01
  0.1578211E+01  0.2027556E+01  0.1215367E+01 -0.4846793E-01  0.1755356E+01
 -0.4455269E+00 -0.1166322E+01  0.1363831E+01 -0.1937722E+00  0.4063086E+01
  0.8693598E+00 -0.1412937E+01  0.1404804E+01  0.1583573E+00  0.1845271E+01
 -0.1337951E+01 -0.1671958E+01  0.1359857E+01 -0.1388861E+00  0.5554854E+01
  0.4576202E+01 -0.1236331E+01  0.1003550E+01  0.2049292E-01  0.1178103E+01
  0.2881457E+01 -0.1486487E+01  0.1104059E+01  0.6708958E-01  0.1349296E+01
  0.3407710E+00 -0.1968709E+01  0.1453284E+01  0.4829817E-01  0.3058605E+01
 -0.4288761E+01 -0.1486280E+00  0.9849287E+00 -0.1061607E+00  0.6302564E+01
  0.4103024E+00 -0.8212953E+00  0.9440708E+00  0.2084868E+00  0.2240739E+01
  0.7209733E+00  0.1320622E+01  0.1341924E+01 -0.1981401E+00  0.2705790E+01
 -0.4006666E+01 -0.2755163E+00  0.9904321E+00 -0.1301777E+00  0.6282864E+01
  0.2640135E+01 -0.1569060E+01  0.1123186E+01  0.6727468E-01  0.1303389E+01
 -0.2531745E+01 -0.1664704E+01  0.1108067E+01 -0.1809842E-01  0.5912838E+01
  0.1723530E+01 -0.1887312E+00  0.5891249E+00  0.4247876E-01  0.1347119E+01
 -0.1011469E+00  0.1064143E+01  0.1228148E+01  0.4136227E-01  0.4030801E+01
 -0.1035368E+01 -0.8315584E+00  0.9304795E+00 -0.1643790E+00  0.5768857E+01
 -0.1066675E+01  0.5181834E+00  0.4878557E+00  0.3299777E+00  0.5595968E+01
 -0.1826409E+01  0.1445500E+00  0.6863138E+00  0.3813873E+00  0.2563062E+01
  0.7585674E+00  0.2205126E+01  0.1260498E+01 -0.2056548E-01  0.2463684E+01
  0.2620650E+01  0.8629043E+00  0.9481815E+00 -0.9535252E-01  0.1379315E+01
 -0.1905203E+01  0.1584733E+01  0.1099679E+01  0.1877615E+00  0.6445330E+01
 -0.3007455E+01  0.8674310E-01  0.8581189E+00 -0.3934050E-01  0.4889162E+01
  0.1919839E+01  0.2321364E+01  0.1075754E+01 -0.8955103E-02  0.1445539E+01
  0.2968169E+01 -0.2246041E+01  0.1045434E+01  0.5470285E-02  0.1253734E+01
  0.1254838E+01 -0.1249595E+01  0.1251751E+01  0.1977251E+00  0.2073812E+01
 -0.5913960E+00  0.1388215E+01  0.1403301E+01  0.1719829E+00  0.5111748E+01
  0.1247222E+01  0.1447012E+01  0.1300096E+01 -0.1964622E+00  0.2130406E+01
  0.3342619E+01  0.2912624E+00  0.8980422E+00  0.2212776E-01  0.7538088E+00
  0.4032895E+01 -0.8244085E+00  0.1003242E+01  0.5111222E-01  0.1161196E+01
  0.9833205E+00 -0.2100095E+01  0.1282019E+01  0.2454250E-01  0.2541980E+01
 -0.1674274E+01 -0.2223124E+01  0.1138670E+01 -0.2928174E-01  0.6210336E+01
  0.5207481E+00  0.8752988E+00  0.9573667E+00 -0.2307881E+00  0.2605350E+01
  0.9349325E+00 -0.1592242E+01  0.1405086E+01  0.1222781E+00  0.2620605E+01
 -0.7875113E+00  0.1354938E+01  0.1346698E+01  0.2107621E+00  0.5358788E+01
  0.2767387E+01  0.2156149E+01  0.1043407E+01 -0.1398152E-01  0.1178776E+01
 -0.3142051E+01 -0.6549805E-01  0.9449319E+00 -0.6321158E-01  0.6132994E+01
 -0.2987813E+01 -0.6492996E+00  0.1058892E+01 -0.1172145E-02  0.6229958E+01
  0.2935646E+01  0.1500108E+01  0.1038592E+01 -0.4761629E-01  0.1142318E+01
  0.3072886E+01  0.2226114E+01  0.1020692E+01 -0.6054452E-02  0.1128188E+01
  0.2142268E+01  0.6409843E+00  0.8620884E+00 -0.1707659E+00  0.1560049E+01
  0.5836546E+00  0.2153163E+01  0.1322891E+01 -0.2707768E-01  0.2630808E+01
 -0.1010009E+00  0.8657101E+00  0.9889757E+00  0.5452137E-01  0.4309449E+01
  0.6893083E+00 -0.6095175E+00  0.5785729E+00  0.2051580E+00  0.1426206E+01
 -0.1585057E+01 -0.7560419E+00  0.9587327E+00 -0.1998788E+00  0.6875837E+01
 -0.1425173E+01 -0.2016621E+01  0.1276224E+01 -0.7897925E-01  0.5774062E+01
  0.1533344E+01  0.1455480E+01  0.1233158E+01 -0.1986682E+00  0.1491081E+01
 -0.1319551E+01 -0.2583138E+00  0.4605794E+00 -0.2343501E-02  0.5533981E+01
 -0.2870666E+01 -0.5345959E-02  0.9201256E+00 -0.7198442E-01  0.6493133E+01
 -0.1621285E+01  0.1074508E+01  0.9530836E+00  0.3642285E+00  0.6857938E+01
 -0.2012606E+01 -0.1104533E+01  0.1162422E+01 -0.1983189E+00  0.6094846E+01
  0.2118095E+01  0.2009833E+01  0.1129533E+01 -0.4321219E-01  0.1394475E+01
 -0.2747428E+01  0.7648753E+00  0.7987049E+00  0.1655077E-01  0.6710985E+01
 -0.4108921E+01 -0.4930062E-01  0.9716638E+00 -0.1171770E+00  0.6348597E+01
  0.9405907E+00  0.5776928E+00  0.5777325E+00 -0.2651942E+00  0.1389255E+01
 -0.3250176E+01 -0.1641907E+01  0.1094427E+01 -0.1349496E-01  0.5881571E+01
 -0.2737785E+01  0.3686591E+00  0.8231083E+00 -0.6832147E-01  0.5245106E+01
 -0.4585210E+00 -0.4550162E+00  0.2416964E+00 -0.1396827E+00  0.7293340E+01
 -0.3830052E+01  0.9458602E+00  0.9432346E+00 -0.4862701E-01  0.6436024E+01
  0.3138906E+00 -0.1061077E+01  0.1278084E+01  0.1638278E+00  0.2780016E+01
  0.1304261E+01 -0.5062640E+00  0.5904412E+00  0.2117391E+00  0.7879293E+00
 -0.3799218E+00  0.6658435E+00  0.6236039E+00  0.2147700E+00  0.5651578E+01
 -0.3629640E+01 -0.1182655E+01  0.1087568E+01 -0.7360462E-01  0.6032259E+01
  0.2692341E+01  0.7053943E+00  0.9107551E+00 -0.7007387E-01  0.1304629E+01
  0.2446327E+01  0.2198373E+01  0.1063235E+01 -0.1413032E-01  0.1246040E+01
  0.4625938E-01 -0.2141116E+01  0.1370687E+01  0.7144868E-02  0.3609549E+01
  0.1641754E+01  0.1047287E+01  0.9936901E+00 -0.2721627E+00  0.2000389E+01
  0.1360619E+01 -0.1496302E+01  0.1322618E+01  0.1332202E+00  0.2091713E+01
  0.2014513E+01  0.6467234E+00  0.8471270E+00 -0.1828602E+00  0.1689860E+01
 -0.2690194E+01 -0.1802694E+01  0.1087869E+01 -0.5987709E-02  0.6013882E+01
  0.4062074E+01  0.4151604E+00  0.9730821E+00  0.4429825E-02  0.1078811E+01
 -0.8520178E+00  0.1232914E+01  0.1258727E+01  0.2548242E+00  0.5592399E+01
 -0.5473254E+00  0.1785105E+01  0.1503776E+01  0.8416291E-01  0.4826992E+01
  0.4711550E+01 -0.8840717E+00  0.1000219E+01  0.1764109E-01  0.1158455E+01
 -0.3469197E+01  0.8096764E+00  0.9135645E+00 -0.5067255E-01  0.6451269E+01
  0.5533965E+00  0.5721768E+00  0.4860233E+00 -0.2470433E+00  0.1369897E+01
 -0.1231726E+01 -0.3613880E+00  0.4738699E+00 -0.6772549E-01  0.6155796E+01
 -0.4574216E+01 -0.3437823E+00  0.9954577E+00 -0.7332292E-01  0.6264344E+01
  0.1267245E+01  0.2220857E+01  0.1185893E+01 -0.1869559E-01  0.1931961E+01
 -0.1409621E+01  0.1179403E+01  0.1062285E+01  0.3126301E+00  0.5844900E+01
 -0.6877990E+00 -0.5486270E-01  0.4922989E-01  0.3098566E-01  0.6713267E+01
  0.1150720E+00 -0.8301461E+00  0.9822514E+00  0.7453261E-01  0.3227760E+01
 -0.7065780E+00  0.1454811E+01  0.1410391E+01  0.1782787E+00  0.5273077E+01
 -0.4393243E+00  0.2050243E+01  0.1432964E+01  0.2904860E-01  0.4576195E+01
  0.3311475E+01  0.1953050E+01  0.1023095E+01 -0.1294715E-01  0.1142876E+01
 -0.7861896E+00  0.5075947E+00  0.4346186E+00  0.2919988E+00  0.6364034E+01
  0.2457933E+01  0.5087465E+00  0.8717916E+00 -0.1194950E+00  0.1427885E+01
  0.8829910E+00  0.6844946E+00  0.6876185E+00 -0.2893840E+00  0.1768334E+01
  0.3453206E+01 -0.1478344E+01  0.1054754E+01  0.4852004E-01  0.1233698E+01
 -0.3311839E+01  0.6735778E+00  0.8895415E+00 -0.5675930E-01  0.6435139E+01
 -0.2311908E+01 -0.1781550E+01  0.1125869E+01 -0.5024550E-01  0.6110297E+01
 -0.1653334E+01  0.4605464E+00  0.5903332E+00  0.5125830E+00  0.7152478E+01
  0.1065607E+01 -0.2293742E+01  0.1157824E+01  0.3563720E-02  0.2306640E+01
  0.2999091E+01 -0.8829688E-01  0.8924111E+00  0.3325646E-01  0.1032257E+01
 -0.1833651E+01  0.7655875E+00  0.7248279E+00  0.4425911E+00  0.7107746E+01
 -0.1981457E+01  0.1953916E+01  0.1114388E+01  0.8131538E-01  0.6443925E+01
 -0.8907227E+00 -0.6704775E+00  0.7085494E+00 -0.1824416E+00  0.6048984E+01
  0.2822390E+01  0.2870552E+00  0.8756759E+00 -0.8966183E-02  0.1165400E+01
 -0.3734624E+01 -0.1539984E+01  0.1070938E+01 -0.4466292E-01  0.6055094E+01
  0.2513907E+00 -0.1359635E+01  0.1488987E+01  0.1175756E+00  0.3131900E+01
  0.1082362E+01 -0.1949276E+01  0.1325259E+01  0.4360986E-01  0.2418487E+01
  0.1359091E+01 -0.9159781E+00  0.1019119E+01  0.2661573E+00  0.1505103E+01
  0.1431984E+01  0.5116014E+00  0.6590084E+00 -0.1960993E+00  0.1540015E+01
 -0.7143326E+00  0.2126311E+01  0.1350172E+01  0.3781022E-01  0.5084799E+01
  0.1871516E+00 -0.1685414E+01  0.1543622E+01  0.5704460E-01  0.3424342E+01
 -0.2748774E+01 -0.6419131E+00  0.1085879E+01 -0.2485972E-01  0.6291346E+01
 -0.1740670E+01  0.8968233E+00  0.8394173E+00  0.4016944E+00  0.6072571E+01
  0.1567719E+01 -0.1944043E+01  0.1243234E+01  0.4862986E-01  0.1818110E+01
 -0.5035197E+00  0.2889708E+00  0.7207367E-01  0.9134000E-01  0.7063650E+01
  0.1504389E+01 -0.2224164E+00  0.4921331E+00  0.6817332E-01  0.2385560E+01
 -0.3002643E+01  0.3271205E+00  0.8325422E+00 -0.6946313E-01  0.7495530E+01
 -0.1637276E+01 -0.1716086E+01  0.1285640E+01 -0.1626436E+00  0.5998866E+01
 -0.3697301E+01  0.5977957E+00  0.9218629E+00 -0.7862872E-01  0.6402272E+01
 -0.4585018E+01  0.1198478E+01  0.9909952E+00 -0.2271465E-01  0.6496055E+01
 -0.8059025E+00  0.7141280E+00  0.6936255E+00  0.3081968E+00  0.6184246E+01
 -0.3313655E+01  0.3472057E+00  0.8669800E+00 -0.8710440E-01  0.6593272E+01
  0.1233141E+01 -0.6082965E+00  0.6794116E+00  0.2568919E+00  0.7668352E+00
  0.2484285E+01 -0.1725251E+00  0.7977675E+00  0.7824799E-02  0.1433117E+01
  0.1921277E+01  0.8563080E+00  0.9246132E+00 -0.2255868E+00  0.1347705E+01
 -0.2574157E+01  0.4487793E+00  0.8350190E+00  0.9657703E-02  0.5463761E+01
 -0.2172127E+01  0.2038807E+01  0.1066675E+01  0.5400488E-01  0.6556654E+01
 -0.4198640E+00  0.7542877E+00  0.7827576E+00  0.2310256E+00  0.5430371E+01
 -0.1981160E+01 -0.8830479E+00  0.1196754E+01 -0.2708368E+00  0.4430555E+01
 -0.1082260E+01 -0.1200168E+01  0.1255160E+01 -0.1856499E+00  0.5741980E+01
 -0.2234786E+01 -0.4006937E+00  0.9925043E+00 -0.1254899E+00  0.5764182E+01
  0.1221702E+01  0.2009134E+00  0.4053642E+00 -0.1244644E+00  0.1086279E+01
 -0.1164057E+01 -0.2105427E+01  0.1289493E+01 -0.5035343E-01  0.5475533E+01
  0.1607851E+01 -0.1381912E+01  0.1245362E+01  0.1612397E+00  0.1531025E+01
 -0.4639744E+01 -0.2275492E+01  0.1002146E+01 -0.1415231E-02  0.6091234E+01
 -0.2146403E+01  0.1008887E+01  0.7899286E+00  0.2582550E+00  0.6218928E+01
 -0.3201612E+01  0.1019650E+01  0.9024209E+00 -0.2700259E-01  0.6366239E+01
 -0.5515080E+00 -0.1575554E+01  0.1481985E+01 -0.1046072E+00  0.4434305E+01
 -0.2872377E+01 -0.2424131E+00  0.1013872E+01 -0.2583232E-01  0.6120072E+01
  0.1920369E+01 -0.1194046E+01  0.1134962E+01  0.1550059E+00  0.1668293E+01
 -0.1136018E+01  0.1837719E+00  0.3189976E+00  0.2186275E+00  0.5968372E+01
 -0.4182975E+00 -0.7414911E+00  0.7932861E+00 -0.2037971E+00  0.6005526E+01
 -0.2761296E+01  0.1838516E+01  0.9807603E+00  0.2957164E-01  0.6467719E+01
 -0.3030202E+01 -0.1726500E+01  0.1096628E+01 -0.5532424E-02  0.6006048E+01
 -0.6489885E+00 -0.1682902E+01  0.1456124E+01 -0.8614993E-01  0.4657494E+01
  0.1163946E+01 -0.9630878E+00  0.1056538E+01  0.2454063E+00  0.1769272E+01
 -0.4172083E+01 -0.9216165E+00  0.1027168E+01 -0.9502010E-01  0.6167415E+01
  0.3225071E+01  0.1650939E+01  0.1032192E+01 -0.2813278E-01  0.1185260E+01
 -0.1870762E+01 -0.1610215E+00  0.8013057E+00  0.6019483E-01  0.5182663E+01
  0.1294414E+01 -0.7315120E+00  0.8296121E+00  0.2708840E+00  0.1237337E+01
 -0.3240017E+01  0.1925825E+01  0.9662065E+00  0.5622375E-02  0.6523357E+01
 -0.2434739E+01  0.1446252E+01  0.9590118E+00  0.1701710E+00  0.6319060E+01
 -0.8512969E+00 -0.2352537E+01  0.1150632E+01 -0.1600046E-02  0.5412745E+01
 -0.2002704E+01  0.4023753E+00  0.5432689E+00  0.3051869E+00  0.8025749E+01
  0.5656822E+00  0.2943257E+00  0.1128083E+00 -0.1110657E+00  0.4973573E+00
  0.9717315E+00 -0.5975224E+00  0.6006384E+00  0.2242527E+00  0.1465312E+01
  0.1112895E+01  0.6110592E-01  0.3062591E+00 -0.5887892E-01  0.1392044E+01
  0.3584212E+01  0.2545608E+00  0.9217669E+00  0.1941941E-01  0.1062215E+01
 -0.3832206E+01  0.7050716E+00  0.9383880E+00 -0.6895336E-01  0.6417587E+01
 -0.8459616E+00  0.2312234E+01  0.1194327E+01  0.1380067E-01  0.5407195E+01
 -0.4312820E+01 -0.1325575E+01  0.1026289E+01 -0.5743388E-01  0.6098454E+01
  0.3077482E+00 -0.8082215E+00  0.9318096E+00  0.1767093E+00  0.2327874E+01
 -0.4611077E+01  0.7790452E+00  0.9884437E+00 -0.3715723E-01  0.6472971E+01
  0.3888633E+01 -0.1518891E+01  0.1029072E+01  0.3478922E-01  0.1191936E+01
  0.7419452E+00 -0.9055219E+00  0.1069366E+01  0.2274268E+00  0.2418013E+01
  0.2793748E+01  0.8234847E+00  0.9444238E+00 -0.5404299E-01  0.1274175E+01
  0.1146034E+01  0.5277345E+00  0.5854914E+00 -0.2376927E+00  0.1564303E+01
  0.6045159E+00 -0.1057631E+01  0.1262076E+01  0.2245161E+00  0.1682018E+01
  0.1374117E+01  0.1740514E+01  0.1311653E+01 -0.1193525E+00  0.1856792E+01
 -0.1465767E+01  0.1530507E+01  0.1223623E+01  0.2189126E+00  0.6014415E+01
 -0.1408354E+01 -0.6496380E+00  0.7583356E+00 -0.1853881E+00  0.5351830E+01
 -0.6332182E+00 -0.4644371E+00  0.3300409E+00 -0.1668324E+00  0.6593074E+01
 -0.2921941E+01  0.2099679E+01  0.9820443E+00  0.9087045E-02  0.6529741E+01
  0.3567859E+01  0.7105517E+00  0.9540389E+00 -0.2784494E-01  0.9865805E+00
  0.2384754E+00  0.2407399E+01  0.1119402E+01 -0.3219368E-02  0.3193811E+01
  0.2779232E+01 -0.2087923E+01  0.1080674E+01  0.1605294E-01  0.1308926E+01
 -0.1254046E+01 -0.8534512E+00  0.9855011E+00 -0.2064171E+00  0.6279041E+01
  0.1456184E+01  0.3326548E+00  0.5539124E+00 -0.1785028E+00  0.1271954E+01
 -0.3759375E+01  0.2320553E+01  0.9900495E+00  0.5280534E-03  0.6482619E+01
  0.1022593E+01  0.1333325E+00  0.2835702E+00 -0.8696792E-01  0.1568988E+01
  0.2164163E+01 -0.2167177E+01  0.1119283E+01  0.1944454E-01  0.1502595E+01
  0.1865967E+01 -0.2356257E+01  0.1076793E+01  0.7873038E-02  0.1635118E+01
 -0.3834556E+01  0.2147201E+01  0.9832945E+00 -0.2672911E-02  0.6484371E+01
 -0.2867649E+01 -0.1388196E+01  0.1102194E+01  0.3514309E-02  0.5607006E+01
 -0.1757771E-01  0.2040229E+01  0.1457736E+01 -0.9921792E-02  0.3655060E+01
 -0.1209864E+01  0.2753257E+00  0.3837311E+00  0.2591843E+00  0.5424433E+01
 -0.3140628E+01  0.6361656E+00  0.8813016E+00 -0.5730109E-01  0.6455664E+01
 -0.3248974E+01 -0.1206116E+01  0.1116196E+01 -0.2748678E-01  0.5988245E+01
 -0.2012699E+01  0.1469774E+01  0.1039781E+01  0.2028786E+00  0.6577685E+01
 -0.1473162E+01  0.9153238E-01  0.4662809E+00  0.2602900E+00  0.5787951E+01
  0.2594889E+01  0.2119309E+01  0.1060702E+01 -0.1958947E-01  0.1213803E+01
  0.1512318E+01 -0.1573600E+01  0.1292044E+01  0.1206672E+00  0.2024976E+01
 -0.1133577E+01  0.1199401E+01  0.1170927E+01  0.3101990E+00  0.5946067E+01
 -0.7621200E+00 -0.3010963E+00  0.2062427E+00 -0.7988933E-01  0.6654943E+01
  0.2408285E+00 -0.5455262E+00  0.3252534E+00  0.1119821E+00  0.1664780E+01
  0.3148727E+01 -0.6385352E+00  0.9968449E+00  0.9909581E-01  0.1237863E+01
 -0.5141850E-01 -0.1423644E+01  0.1532840E+01 -0.1196203E-01  0.3727030E+01
  0.1408870E+01  0.2351549E+01  0.1096962E+01 -0.6756848E-02  0.1763281E+01
  0.9894531E+00 -0.1086943E+01  0.1236023E+01  0.1643337E+00  0.2495198E+01
 -0.4140727E+01 -0.2036895E+01  0.1024076E+01 -0.1396429E-01  0.6082017E+01
 -0.2701893E+01 -0.1272717E+01  0.1116804E+01 -0.6739238E-02  0.5793560E+01
 -0.2460154E+00 -0.2364696E+01  0.1166409E+01 -0.4420219E-02  0.4199728E+01
  0.3912816E+01  0.2005645E+01  0.1007841E+01 -0.4042373E-02  0.1127548E+01
  0.1676394E+01 -0.1161187E+01  0.1152431E+01  0.1972608E+00  0.1465689E+01
  0.8442787E-01  0.1804136E+01  0.1547186E+01 -0.2629528E-01  0.3500680E+01
 -0.3820775E+01  0.1209023E+01  0.9506016E+00 -0.3497662E-01  0.6463434E+01
 -0.2439014E+01 -0.7305536E+00  0.1110910E+01 -0.1349601E+00  0.6000278E+01
  0.4357560E+01 -0.1348411E+01  0.1009463E+01  0.2622115E-01  0.1183251E+01
 -0.2050087E+01  0.1277649E+01  0.9248610E+00  0.2430337E+00  0.6503831E+01
  0.2020431E+01  0.1313094E+01  0.1070352E+01 -0.1658412E+00  0.1376743E+01
  0.1095946E+00  0.1128327E+01  0.1279587E+01 -0.5682691E-01  0.3760928E+01
  0.2288302E+01 -0.2036934E+01  0.1134537E+01  0.3256776E-01  0.1471751E+01
  0.2648880E+01  0.3300769E+00  0.8575901E+00 -0.6461745E-01  0.1305196E+01
 -0.6611627E+00  0.5282123E+00  0.4307478E+00  0.2671725E+00  0.6135587E+01
  0.2595457E+01 -0.1206545E+01  0.1107720E+01  0.9738483E-01  0.1273296E+01
  0.1473295E+01 -0.4424642E+00  0.6311610E+00  0.1262704E+00  0.1381246E+01
 -0.1556343E+01  0.7134538E+00  0.7565450E+00  0.4242463E+00  0.6427608E+01
