 x                         y                       local error
 -0.80000000000000004      -0.80000000000000004        3.8629970269514757E-003
 -0.59999999999999998      -0.80000000000000004        3.7220092728004195E-003
 -0.40000000000000002      -0.80000000000000004        5.1229062709060580E-003
 -0.19999999999999996      -0.80000000000000004        6.0223375098283904E-003
   0.0000000000000000      -0.80000000000000004        6.3322603932014498E-003
  0.19999999999999996      -0.80000000000000004        6.0223375098276133E-003
  0.39999999999999991      -0.80000000000000004        5.1229062709016171E-003
  0.60000000000000009      -0.80000000000000004        3.7220092728048604E-003
  0.80000000000000004      -0.80000000000000004        3.8629970269517533E-003
 -0.80000000000000004      -0.59999999999999998        3.7220092728004195E-003
 -0.59999999999999998      -0.59999999999999998        1.8291014849958209E-004
 -0.40000000000000002      -0.59999999999999998        2.5175422143930426E-004
 -0.19999999999999996      -0.59999999999999998        2.9595483713396042E-004
   0.0000000000000000      -0.59999999999999998        3.1118533133067672E-004
  0.19999999999999996      -0.59999999999999998        2.9595483713062976E-004
  0.39999999999999991      -0.59999999999999998        2.5175422144219084E-004
  0.60000000000000009      -0.59999999999999998        1.8291014849114440E-004
  0.80000000000000004      -0.59999999999999998        3.7220092728025844E-003
 -0.80000000000000004      -0.40000000000000002        5.1229062709062800E-003
 -0.59999999999999998      -0.40000000000000002        2.5175422143908222E-004
 -0.40000000000000002      -0.40000000000000002        3.4650995877671953E-004
 -0.19999999999999996      -0.40000000000000002        4.0734688708932154E-004
   0.0000000000000000      -0.40000000000000002        4.2830986393438408E-004
  0.19999999999999996      -0.40000000000000002        4.0734688708821132E-004
  0.39999999999999991      -0.40000000000000002        3.4650995876650548E-004
  0.60000000000000009      -0.40000000000000002        2.5175422144108062E-004
  0.80000000000000004      -0.40000000000000002        5.1229062709057249E-003
 -0.80000000000000004      -0.19999999999999996        6.0223375098282794E-003
 -0.59999999999999998      -0.19999999999999996        2.9595483713396042E-004
 -0.40000000000000002      -0.19999999999999996        4.0734688708932154E-004
 -0.19999999999999996      -0.19999999999999996        4.7886498559623902E-004
   0.0000000000000000      -0.19999999999999996        5.0350844286439767E-004
  0.19999999999999996      -0.19999999999999996        4.7886498559579493E-004
  0.39999999999999991      -0.19999999999999996        4.0734688708776723E-004
  0.60000000000000009      -0.19999999999999996        2.9595483713329429E-004
  0.80000000000000004      -0.19999999999999996        6.0223375098265031E-003
 -0.80000000000000004        0.0000000000000000        6.3322603932014498E-003
 -0.59999999999999998        0.0000000000000000        3.1118533133067672E-004
 -0.40000000000000002        0.0000000000000000        4.2830986393438408E-004
 -0.19999999999999996        0.0000000000000000        5.0350844286439767E-004
   0.0000000000000000        0.0000000000000000        5.2942010726253486E-004
  0.19999999999999996        0.0000000000000000        5.0350844286395358E-004
  0.39999999999999991        0.0000000000000000        4.2830986393327386E-004
  0.60000000000000009        0.0000000000000000        3.1118533132223902E-004
  0.80000000000000004        0.0000000000000000        6.3322603932034482E-003
 -0.80000000000000004       0.19999999999999996        6.0223375098276133E-003
 -0.59999999999999998       0.19999999999999996        2.9595483713062976E-004
 -0.40000000000000002       0.19999999999999996        4.0734688708821132E-004
 -0.19999999999999996       0.19999999999999996        4.7886498559579493E-004
   0.0000000000000000       0.19999999999999996        5.0350844286395358E-004
  0.19999999999999996       0.19999999999999996        4.7886498559535084E-004
  0.39999999999999991       0.19999999999999996        4.0734688708665701E-004
  0.60000000000000009       0.19999999999999996        2.9595483713173998E-004
  0.80000000000000004       0.19999999999999996        6.0223375098259480E-003
 -0.80000000000000004       0.39999999999999991        5.1229062709018391E-003
 -0.59999999999999998       0.39999999999999991        2.5175422144219084E-004
 -0.40000000000000002       0.39999999999999991        3.4650995876606139E-004
 -0.19999999999999996       0.39999999999999991        4.0734688708776723E-004
   0.0000000000000000       0.39999999999999991        4.2830986393327386E-004
  0.19999999999999996       0.39999999999999991        4.0734688708665701E-004
  0.39999999999999991       0.39999999999999991        3.4650995875873392E-004
  0.60000000000000009       0.39999999999999991        2.5175422143708381E-004
  0.80000000000000004       0.39999999999999991        5.1229062709032824E-003
 -0.80000000000000004       0.60000000000000009        3.7220092728048604E-003
 -0.59999999999999998       0.60000000000000009        1.8291014849092235E-004
 -0.40000000000000002       0.60000000000000009        2.5175422144108062E-004
 -0.19999999999999996       0.60000000000000009        2.9595483713285020E-004
   0.0000000000000000       0.60000000000000009        3.1118533132223902E-004
  0.19999999999999996       0.60000000000000009        2.9595483713129589E-004
  0.39999999999999991       0.60000000000000009        2.5175422143730586E-004
  0.60000000000000009       0.60000000000000009        1.8291014848603737E-004
  0.80000000000000004       0.60000000000000009        3.7220092728034726E-003
 -0.80000000000000004       0.80000000000000004        3.8629970269517533E-003
 -0.59999999999999998       0.80000000000000004        3.7220092728025844E-003
 -0.40000000000000002       0.80000000000000004        5.1229062709055029E-003
 -0.19999999999999996       0.80000000000000004        6.0223375098265031E-003
   0.0000000000000000       0.80000000000000004        6.3322603932034482E-003
  0.19999999999999996       0.80000000000000004        6.0223375098258369E-003
  0.39999999999999991       0.80000000000000004        5.1229062709030604E-003
  0.60000000000000009       0.80000000000000004        3.7220092728034726E-003
  0.80000000000000004       0.80000000000000004        3.8629970269520308E-003
 global rms error   3.2154943240709950E-003
